danceability,energy,valence,tempo,loudness
0.5572712755958764,0.44398706161237106,0.5513829885072169,113.81091119715452,-12.750075310573196
0.5485343436904312,0.7637355446491566,0.5385971596003752,129.3710150659286,-5.845438882058158
0.46130820511797715,0.22266503002808993,0.3694600981853933,99.54662194831457,-18.404524689494384
0.5631446045305678,0.6645306005851535,0.5819450518165942,122.86166765836238,-8.186061224914845
0.4714902020181818,0.9176258585999997,0.5416349495090909,153.07134212,-2.5983124242363633
0.5520154586607929,0.5469884989647577,0.5596884559581504,123.25120485471363,-10.574801491625552
0.5598707441703058,0.7222027156441059,0.5541479002379917,126.59447413015286,-6.832160698458515
0.5333696473937198,0.3953011846908214,0.51247145644686,108.97855853449268,-13.842863752698067
0.5715402050156598,0.5399616505704696,0.5966083319306487,116.88368058022371,-10.982629682022376
0.5074897864472051,0.3008474405372669,0.4477366311521741,105.66196908562112,-15.74140553770185
0.3806185278684212,0.14511632182894743,0.2290727175921053,90.35887972605268,-22.17161666842106
0.508062476219178,0.8361091728821929,0.5113964209013696,134.95109071205488,-4.813041564934249
0.4787285272392638,0.885817325306748,0.5230471510736199,142.20943096809813,-3.9572835569079765
0.5787942321407183,0.6489132445778443,0.6069045451796409,121.60254505089816,-8.903397102775452
0.5631021861832298,0.6947021479223602,0.5867137763664592,124.38692671552803,-7.490493546571427
0.27815147058823525,0.027241524529411764,0.23832892158823527,72.60072058823529,-30.683367647058823
0.5777332896245352,0.6228165664386617,0.6058555346728622,120.26441519267654,-9.443696893464685
0.5707477026720429,0.49250937589516125,0.5760352389489247,115.8765719049194,-11.759891168725796
0.667454262914634,0.658246680085366,0.7913114976707315,111.0445396621951,-9.121796324560979
0.45699393027999996,0.46373952987999983,0.33229005788000004,138.302370392,-10.43321654196
